Date,User_ID,Session_Duration,Page_Views,Source,Medium,Campaign,Device_Category,Country,New_User,Conversions,Revenue
2023-06-18,9095,537,9,Social,Referral,,Tablet,USA,0,3,324
2023-06-13,9096,449,9,Referral,Organic Search,Summer Sale,Tablet,Canada,0,1,135
2023-06-30,9097,383,10,Social,Organic Search,,Tablet,USA,1,3,432
2023-06-07,9098,219,3,Referral,Social Media,Summer Sale,Tablet,India,1,3,156
2023-06-15,9099,124,8,Direct,Referral,,Mobile,UK,1,3,438
2023-06-19,9100,462,6,Organic,Referral,Spring Promo,Mobile,UK,1,0,0
2023-06-30,9101,384,2,Direct,Social Media,Spring Promo,Tablet,UK,0,2,202
2023-06-03,9102,580,5,Referral,Direct,Spring Promo,Tablet,Australia,1,1,136
2023-06-24,9103,342,9,Organic,Social Media,Spring Promo,Mobile,India,0,1,112
2023-06-13,9104,352,6,Referral,Direct,Spring Promo,Mobile,France,0,0,0
2023-06-01,9105,467,6,Direct,Social Media,,Tablet,USA,0,2,204
2023-06-05,9106,586,2,Organic,Direct,Summer Sale,Desktop,France,0,1,64
2023-06-05,9107,375,2,Direct,Referral,,Mobile,Australia,1,2,140
2023-06-29,9108,93,4,Social,Organic Search,Summer Sale,Desktop,USA,0,1,84
2023-06-11,9109,432,2,Organic,Organic Search,,Mobile,Canada,1,1,78
2023-06-15,9110,75,2,Referral,Organic Search,Summer Sale,Desktop,USA,0,1,51
2023-06-07,9111,480,9,Social,Direct,Summer Sale,Mobile,Canada,1,3,330
2023-06-10,9112,422,5,Referral,Direct,Winter Campaign,Desktop,Australia,0,0,0
2023-06-05,9113,204,4,Referral,Social Media,Winter Campaign,Mobile,USA,1,1,133
2023-06-24,9114,187,10,Organic,Direct,,Tablet,India,0,0,0
2023-06-25,9115,269,8,Organic,Social Media,Winter Campaign,Mobile,Germany,1,0,0
2023-06-19,9116,77,10,Organic,Direct,Summer Sale,Tablet,Canada,1,3,324
2023-06-02,9117,185,7,Referral,Organic Search,Spring Promo,Tablet,Australia,0,3,171
2023-06-05,9118,316,4,Referral,Direct,,Desktop,India,0,1,92
2023-06-13,9119,315,9,Referral,Organic Search,Summer Sale,Desktop,India,1,2,160
2023-06-13,9120,158,8,Organic,Direct,Spring Promo,Desktop,Canada,1,0,0
2023-06-30,9121,284,6,Social,Social Media,,Tablet,France,1,1,79
2023-06-09,9122,487,7,Organic,Organic Search,,Tablet,UK,0,1,88
2023-06-03,9123,472,1,Social,Social Media,Winter Campaign,Mobile,Canada,0,0,0
2023-06-04,9124,575,3,Direct,Direct,Summer Sale,Tablet,France,0,3,384
2023-06-13,9125,288,9,Organic,Referral,,Desktop,India,0,0,0
2023-06-21,9126,428,6,Direct,Referral,Winter Campaign,Mobile,Australia,1,3,153
2023-06-02,9127,459,2,Social,Organic Search,Summer Sale,Tablet,UK,0,1,84
2023-06-04,9128,465,4,Social,Direct,,Desktop,Australia,1,1,128
2023-06-14,9129,556,4,Referral,Organic Search,Spring Promo,Desktop,Canada,1,0,0
2023-06-30,9130,382,10,Referral,Direct,,Mobile,USA,1,3,213
2023-06-19,9131,387,10,Referral,Direct,Spring Promo,Tablet,Australia,0,2,186
2023-06-27,9132,212,4,Direct,Direct,,Desktop,Germany,0,3,375
2023-06-29,9133,400,7,Direct,Social Media,Summer Sale,Mobile,Germany,1,1,140
2023-06-09,9134,419,6,Referral,Organic Search,Summer Sale,Desktop,Australia,1,3,174
2023-06-06,9135,402,10,Social,Referral,Spring Promo,Tablet,Australia,0,2,262
2023-06-11,9136,377,4,Direct,Direct,Spring Promo,Tablet,Germany,0,0,0
2023-06-07,9137,487,6,Direct,Direct,,Mobile,UK,1,2,168
2023-06-28,9138,165,4,Referral,Direct,Winter Campaign,Mobile,UK,1,2,132
2023-06-15,9139,105,8,Organic,Referral,Spring Promo,Tablet,India,1,1,69
2023-06-27,9140,372,1,Direct,Direct,Summer Sale,Tablet,Canada,1,3,195
2023-06-11,9141,178,9,Referral,Organic Search,Winter Campaign,Mobile,UK,0,1,145
2023-06-11,9142,569,2,Direct,Organic Search,Summer Sale,Desktop,Germany,0,1,133
2023-06-28,9143,558,4,Social,Social Media,Winter Campaign,Tablet,India,1,0,0
2023-06-04,9144,598,2,Social,Referral,,Desktop,USA,1,2,110
2023-06-08,9145,493,1,Social,Social Media,Summer Sale,Tablet,USA,0,3,171
2023-06-10,9146,361,7,Social,Organic Search,Summer Sale,Desktop,France,1,3,324
2023-06-11,9147,454,2,Direct,Direct,Summer Sale,Desktop,Canada,1,0,0
2023-06-13,9148,322,10,Organic,Direct,Summer Sale,Mobile,India,0,3,336
2023-06-05,9149,265,2,Referral,Organic Search,,Desktop,USA,0,2,242
2023-06-25,9150,579,8,Referral,Social Media,Summer Sale,Desktop,USA,0,0,0
2023-06-25,9151,61,8,Social,Organic Search,,Desktop,Canada,1,1,137
2023-06-12,9152,291,3,Direct,Referral,,Desktop,India,1,0,0
2023-06-09,9153,292,9,Direct,Direct,Winter Campaign,Desktop,UK,1,2,104
2023-06-21,9154,449,9,Social,Organic Search,Winter Campaign,Tablet,USA,1,1,80
2023-06-26,9155,83,10,Organic,Organic Search,Summer Sale,Desktop,France,1,0,0
2023-06-10,9156,384,2,Social,Direct,Spring Promo,Tablet,Canada,1,3,198
2023-06-10,9157,305,10,Referral,Organic Search,Winter Campaign,Desktop,France,1,3,420
2023-06-02,9158,297,5,Direct,Social Media,Spring Promo,Tablet,Germany,1,0,0
2023-06-25,9159,532,3,Social,Social Media,,Mobile,Canada,0,0,0
2023-06-30,9160,579,10,Direct,Organic Search,Summer Sale,Desktop,France,1,0,0
2023-06-30,9161,452,1,Referral,Direct,Summer Sale,Tablet,Germany,0,0,0
2023-06-04,9162,351,4,Direct,Social Media,Spring Promo,Tablet,Germany,0,3,411
2023-06-14,9163,321,3,Social,Organic Search,Spring Promo,Desktop,Germany,0,0,0
2023-06-22,9164,460,3,Social,Organic Search,Spring Promo,Mobile,France,0,0,0
2023-06-01,9165,580,2,Organic,Direct,,Desktop,Canada,1,2,114
2023-06-18,9166,400,1,Direct,Social Media,Summer Sale,Mobile,Germany,1,2,252
2023-06-10,9167,599,7,Direct,Direct,Spring Promo,Tablet,India,1,3,360
2023-06-24,9168,517,5,Organic,Referral,Spring Promo,Tablet,Canada,1,0,0
2023-06-09,9169,258,5,Referral,Organic Search,,Tablet,India,0,2,148
2023-06-18,9170,160,6,Direct,Referral,Summer Sale,Mobile,Germany,0,0,0
2023-06-06,9171,184,8,Direct,Direct,,Desktop,Australia,0,3,354
2023-06-06,9172,504,6,Direct,Referral,Winter Campaign,Tablet,France,0,0,0
2023-06-13,9173,344,4,Direct,Organic Search,,Desktop,Germany,0,0,0
2023-06-09,9174,220,6,Direct,Organic Search,,Mobile,France,1,1,91
2023-06-02,9175,371,9,Organic,Organic Search,Spring Promo,Tablet,Germany,1,3,402
2023-06-16,9176,515,2,Referral,Referral,,Desktop,USA,0,3,360
2023-06-10,9177,270,1,Organic,Organic Search,Summer Sale,Tablet,UK,1,3,219
2023-06-06,9178,200,1,Referral,Referral,Spring Promo,Mobile,Canada,0,3,447
2023-06-03,9179,164,7,Referral,Social Media,Winter Campaign,Mobile,France,0,1,132
2023-06-09,9180,432,9,Social,Organic Search,Spring Promo,Mobile,France,0,0,0
2023-06-22,9181,514,4,Direct,Direct,,Tablet,France,0,1,107
2023-06-11,9182,565,10,Social,Organic Search,Winter Campaign,Tablet,Germany,1,3,276
2023-06-27,9183,148,5,Organic,Referral,Summer Sale,Desktop,Canada,0,3,378
2023-06-03,9184,83,9,Social,Organic Search,Winter Campaign,Desktop,India,0,3,177
2023-06-13,9185,192,3,Referral,Direct,Summer Sale,Tablet,USA,1,2,172
2023-06-21,9186,525,7,Direct,Referral,Winter Campaign,Mobile,USA,0,3,216
2023-06-28,9187,62,9,Direct,Referral,Winter Campaign,Desktop,Australia,0,3,387
2023-06-19,9188,514,6,Direct,Social Media,Winter Campaign,Desktop,UK,0,3,225
2023-06-29,9189,419,2,Organic,Referral,Winter Campaign,Mobile,UK,1,0,0
2023-06-16,9190,213,3,Social,Organic Search,Summer Sale,Tablet,Australia,1,0,0
2023-06-10,9191,575,5,Referral,Organic Search,,Desktop,India,1,3,387
2023-06-29,9192,407,6,Direct,Referral,Summer Sale,Tablet,France,0,0,0
2023-06-28,9193,287,6,Organic,Direct,Winter Campaign,Tablet,Canada,0,3,288
2023-06-12,9194,165,1,Direct,Referral,Winter Campaign,Desktop,USA,0,3,318
2023-06-02,9195,363,7,Social,Direct,Summer Sale,Mobile,France,1,1,54
2023-06-22,9196,196,5,Organic,Organic Search,Winter Campaign,Mobile,India,1,3,192
2023-06-12,9197,201,1,Direct,Organic Search,Winter Campaign,Tablet,India,1,1,116
2023-06-04,9198,253,1,Social,Organic Search,Summer Sale,Mobile,UK,0,0,0
2023-06-13,9199,197,8,Organic,Referral,Summer Sale,Mobile,UK,0,2,228
2023-06-23,9200,145,4,Referral,Organic Search,Summer Sale,Desktop,UK,0,1,131
2023-06-29,9201,387,10,Direct,Referral,Winter Campaign,Tablet,Canada,1,2,194
2023-06-01,9202,257,6,Referral,Direct,Summer Sale,Desktop,France,1,3,447
2023-06-21,9203,376,9,Social,Social Media,Winter Campaign,Mobile,France,1,0,0
2023-06-11,9204,500,5,Organic,Organic Search,Spring Promo,Tablet,India,1,1,132
2023-06-08,9205,61,3,Social,Organic Search,,Mobile,Australia,0,1,93
2023-06-19,9206,155,8,Referral,Referral,,Mobile,Australia,0,1,84
2023-06-08,9207,433,8,Referral,Referral,,Tablet,Germany,0,2,228
2023-06-27,9208,208,6,Referral,Organic Search,,Tablet,Germany,0,1,145
2023-06-06,9209,489,7,Referral,Direct,,Mobile,Australia,0,3,243
2023-06-20,9210,173,7,Referral,Direct,Winter Campaign,Tablet,Australia,0,3,237
2023-06-18,9211,379,10,Referral,Social Media,Summer Sale,Mobile,Canada,0,3,222
2023-06-16,9212,452,2,Organic,Social Media,Spring Promo,Mobile,India,0,2,196
2023-06-11,9213,520,8,Direct,Referral,Spring Promo,Mobile,Australia,0,0,0
2023-06-03,9214,393,5,Direct,Referral,,Mobile,Australia,1,2,212
2023-06-11,9215,111,7,Referral,Organic Search,,Desktop,UK,0,3,441
2023-06-04,9216,558,6,Social,Referral,Winter Campaign,Mobile,UK,0,2,218
2023-06-23,9217,584,5,Direct,Direct,Spring Promo,Mobile,Germany,0,2,252
2023-06-05,9218,161,4,Organic,Organic Search,,Desktop,USA,1,1,82
2023-06-13,9219,391,10,Organic,Direct,Summer Sale,Tablet,Australia,0,0,0
2023-06-26,9220,320,2,Organic,Social Media,,Desktop,India,1,1,117
2023-06-05,9221,408,4,Direct,Direct,,Desktop,France,0,3,342
2023-06-21,9222,588,1,Organic,Referral,Winter Campaign,Desktop,UK,1,0,0
2023-06-23,9223,79,3,Social,Direct,,Mobile,Canada,0,3,156
2023-06-14,9224,556,7,Referral,Organic Search,Summer Sale,Mobile,Germany,0,0,0
2023-06-21,9225,580,2,Social,Direct,Winter Campaign,Desktop,France,0,1,80
2023-06-01,9226,532,3,Referral,Direct,Winter Campaign,Tablet,India,0,1,56
2023-06-02,9227,524,9,Direct,Referral,Spring Promo,Tablet,France,1,0,0
2023-06-12,9228,142,6,Social,Referral,,Mobile,India,0,3,249
2023-06-26,9229,192,7,Referral,Referral,Summer Sale,Mobile,Germany,0,0,0
2023-06-27,9230,553,3,Direct,Referral,Spring Promo,Tablet,UK,1,3,327
2023-06-04,9231,525,6,Social,Direct,Summer Sale,Mobile,USA,0,0,0
2023-06-23,9232,240,7,Social,Direct,Spring Promo,Desktop,UK,0,2,128
2023-06-03,9233,377,3,Social,Social Media,Winter Campaign,Tablet,USA,1,3,156
2023-06-21,9234,493,5,Social,Direct,,Tablet,USA,0,0,0
2023-06-21,9235,304,1,Organic,Direct,Winter Campaign,Tablet,France,0,1,79
2023-06-14,9236,259,4,Social,Direct,,Tablet,Germany,1,2,238
2023-06-07,9237,474,5,Social,Direct,,Desktop,Australia,1,2,234
2023-06-06,9238,124,7,Direct,Social Media,,Mobile,France,0,1,59
2023-06-25,9239,260,9,Social,Social Media,Summer Sale,Tablet,UK,1,2,154
2023-06-26,9240,240,9,Referral,Direct,Spring Promo,Desktop,Germany,0,0,0
2023-06-03,9241,523,10,Direct,Referral,Spring Promo,Mobile,UK,1,0,0
2023-06-07,9242,228,8,Direct,Social Media,,Tablet,UK,1,0,0
2023-06-16,9243,310,6,Organic,Social Media,,Tablet,Germany,1,1,130
2023-06-15,9244,68,6,Direct,Social Media,Winter Campaign,Mobile,USA,1,0,0
2023-06-04,9245,568,9,Referral,Social Media,Winter Campaign,Mobile,France,1,2,246
2023-06-19,9246,360,5,Social,Social Media,Winter Campaign,Desktop,India,0,3,444
2023-06-23,9247,262,9,Social,Direct,,Tablet,Germany,1,3,249
2023-06-30,9248,580,9,Social,Referral,,Tablet,USA,0,0,0
2023-06-25,9249,546,6,Referral,Direct,,Tablet,Australia,0,1,59
2023-06-16,9250,553,1,Referral,Organic Search,Summer Sale,Desktop,Germany,0,3,432
2023-06-29,9251,466,4,Direct,Direct,Winter Campaign,Desktop,Canada,1,3,408
2023-06-27,9252,486,2,Direct,Direct,Spring Promo,Desktop,Germany,1,1,93
2023-06-27,9253,206,4,Direct,Social Media,Summer Sale,Desktop,Australia,0,2,150
2023-06-17,9254,128,9,Social,Direct,Spring Promo,Tablet,Australia,0,3,216
2023-06-13,9255,185,2,Direct,Organic Search,Spring Promo,Tablet,Canada,1,2,268
2023-06-07,9256,451,9,Organic,Organic Search,Winter Campaign,Tablet,Canada,0,2,280
2023-06-16,9257,509,2,Referral,Referral,Summer Sale,Desktop,UK,1,1,146
2023-06-23,9258,275,1,Organic,Referral,Spring Promo,Tablet,Canada,0,3,339
2023-06-26,9259,545,4,Social,Referral,,Mobile,Germany,0,0,0
2023-06-02,9260,240,3,Direct,Direct,Summer Sale,Mobile,Germany,1,2,152
2023-06-28,9261,139,1,Organic,Referral,Spring Promo,Desktop,Germany,1,0,0
2023-06-18,9262,68,5,Direct,Direct,Spring Promo,Desktop,Australia,0,1,94
2023-06-23,9263,184,7,Organic,Social Media,Winter Campaign,Mobile,Australia,0,0,0
2023-06-08,9264,587,1,Referral,Direct,,Tablet,USA,1,2,276
2023-06-17,9265,428,4,Direct,Referral,Spring Promo,Desktop,France,1,0,0
2023-06-25,9266,358,4,Social,Organic Search,,Tablet,UK,0,1,72
2023-06-06,9267,254,7,Direct,Referral,,Mobile,Australia,1,1,83
2023-06-05,9268,103,9,Organic,Referral,Summer Sale,Desktop,India,0,1,106
2023-06-28,9269,210,7,Social,Organic Search,Winter Campaign,Mobile,Australia,0,1,61
2023-06-26,9270,459,1,Social,Organic Search,Spring Promo,Mobile,France,0,3,405
2023-06-07,9271,531,4,Organic,Referral,Winter Campaign,Desktop,USA,1,3,261
2023-06-24,9272,594,7,Direct,Referral,Winter Campaign,Mobile,France,1,3,324
2023-06-29,9273,312,7,Referral,Social Media,Spring Promo,Tablet,India,1,0,0
2023-06-16,9274,334,3,Direct,Direct,Winter Campaign,Desktop,Canada,1,3,198
2023-06-08,9275,598,3,Social,Social Media,,Mobile,Australia,0,3,411
2023-06-10,9276,324,9,Direct,Social Media,Summer Sale,Desktop,Canada,1,1,83
2023-06-08,9277,371,6,Social,Social Media,,Desktop,UK,0,0,0
2023-06-24,9278,422,4,Direct,Direct,Summer Sale,Tablet,Germany,0,1,102
2023-06-23,9279,353,5,Referral,Referral,Winter Campaign,Mobile,USA,0,1,52
2023-06-18,9280,564,7,Referral,Organic Search,Spring Promo,Desktop,USA,0,3,360
2023-06-25,9281,502,8,Referral,Social Media,Summer Sale,Desktop,Canada,0,0,0
2023-06-22,9282,309,4,Organic,Social Media,Winter Campaign,Desktop,USA,1,1,64
2023-06-10,9283,199,1,Social,Direct,Spring Promo,Tablet,Australia,1,0,0
2023-06-19,9284,367,6,Direct,Organic Search,Winter Campaign,Desktop,France,1,2,252
2023-06-22,9285,330,6,Social,Direct,Winter Campaign,Mobile,USA,0,3,303
2023-06-29,9286,345,5,Social,Referral,,Mobile,India,0,3,276
2023-06-16,9287,108,6,Organic,Social Media,Summer Sale,Tablet,Canada,0,1,61
2023-06-11,9288,213,6,Organic,Organic Search,Spring Promo,Desktop,UK,0,0,0
2023-06-13,9289,417,2,Social,Social Media,Spring Promo,Mobile,France,0,3,204
2023-06-17,9290,418,6,Direct,Organic Search,Summer Sale,Desktop,Germany,1,3,369
2023-06-16,9291,86,8,Referral,Direct,Summer Sale,Tablet,UK,1,3,387
2023-06-18,9292,522,9,Direct,Organic Search,Summer Sale,Tablet,Canada,1,0,0
2023-06-19,9293,570,9,Referral,Social Media,Spring Promo,Mobile,India,0,3,210
2023-06-27,9294,134,1,Social,Referral,,Tablet,USA,0,0,0
2023-06-15,9295,149,5,Referral,Organic Search,Winter Campaign,Desktop,France,0,3,324
2023-06-07,9296,100,5,Social,Referral,Summer Sale,Tablet,Australia,1,3,333
2023-06-10,9297,429,1,Referral,Direct,,Mobile,India,0,1,71
2023-06-02,9298,420,8,Direct,Referral,Spring Promo,Mobile,Australia,1,1,137
2023-06-02,9299,134,5,Social,Organic Search,Spring Promo,Mobile,France,0,0,0
2023-06-28,9300,269,10,Referral,Direct,Spring Promo,Mobile,Australia,1,3,171
2023-06-09,9301,454,5,Referral,Referral,Winter Campaign,Mobile,France,1,1,82
2023-06-17,9302,468,10,Referral,Social Media,Winter Campaign,Tablet,Germany,1,3,417
2023-06-04,9303,480,3,Social,Organic Search,Summer Sale,Tablet,France,0,1,59
2023-06-21,9304,271,5,Organic,Social Media,Winter Campaign,Tablet,Canada,0,2,134
2023-06-07,9305,447,2,Referral,Social Media,Summer Sale,Desktop,USA,1,3,399
2023-06-12,9306,311,7,Direct,Organic Search,Spring Promo,Mobile,Germany,1,2,234
2023-06-27,9307,210,8,Social,Direct,Winter Campaign,Tablet,UK,0,1,120
2023-06-08,9308,175,5,Social,Organic Search,Spring Promo,Tablet,Germany,0,2,242
2023-06-02,9309,286,8,Organic,Social Media,,Mobile,USA,0,2,148
2023-06-10,9310,71,1,Organic,Direct,Summer Sale,Tablet,Australia,0,0,0
2023-06-07,9311,293,5,Referral,Social Media,,Mobile,UK,0,2,288
2023-06-02,9312,418,10,Social,Organic Search,Spring Promo,Mobile,France,1,0,0
2023-06-11,9313,222,7,Referral,Direct,Summer Sale,Desktop,India,1,3,420
2023-06-15,9314,115,5,Direct,Organic Search,,Desktop,Australia,0,1,74
2023-06-24,9315,376,7,Referral,Direct,Spring Promo,Mobile,UK,0,1,123
2023-06-15,9316,96,8,Direct,Social Media,Spring Promo,Desktop,France,1,2,272
2023-06-08,9317,235,1,Organic,Organic Search,Summer Sale,Desktop,Canada,0,3,306
2023-06-26,9318,462,9,Organic,Social Media,Summer Sale,Mobile,Germany,1,2,216
2023-06-22,9319,552,8,Direct,Direct,Winter Campaign,Desktop,France,1,1,131
2023-06-13,9320,393,9,Direct,Direct,,Mobile,Canada,1,3,285
2023-06-19,9321,203,9,Direct,Organic Search,Winter Campaign,Mobile,India,1,2,102
2023-06-06,9322,343,5,Direct,Organic Search,Spring Promo,Mobile,Germany,0,1,98
2023-06-13,9323,202,8,Social,Organic Search,Spring Promo,Desktop,Australia,0,1,76
2023-06-03,9324,530,5,Social,Direct,,Desktop,Germany,1,3,243
2023-06-18,9325,497,4,Referral,Referral,Winter Campaign,Mobile,Canada,0,1,128
2023-06-11,9326,262,1,Direct,Referral,Winter Campaign,Mobile,Germany,0,2,296
2023-06-02,9327,453,7,Referral,Organic Search,Summer Sale,Mobile,Canada,1,0,0
2023-06-04,9328,174,9,Referral,Social Media,Spring Promo,Desktop,Germany,1,1,97
2023-06-02,9329,403,3,Referral,Social Media,,Mobile,USA,1,0,0
2023-06-28,9330,459,10,Social,Social Media,Summer Sale,Tablet,UK,0,2,220
2023-06-10,9331,68,6,Referral,Organic Search,Summer Sale,Mobile,USA,0,1,95
2023-06-17,9332,83,10,Direct,Referral,Spring Promo,Tablet,Australia,1,2,180
2023-06-07,9333,147,6,Referral,Social Media,Winter Campaign,Desktop,USA,1,0,0
2023-06-11,9334,482,7,Organic,Organic Search,Winter Campaign,Mobile,Germany,1,0,0
2023-06-21,9335,358,8,Organic,Organic Search,Summer Sale,Mobile,Canada,1,0,0
2023-06-02,9336,562,8,Organic,Referral,Summer Sale,Desktop,USA,0,3,153
2023-06-28,9337,204,10,Referral,Direct,,Desktop,Germany,0,2,204
2023-06-21,9338,555,4,Referral,Social Media,Summer Sale,Tablet,Germany,1,1,90
2023-06-23,9339,110,7,Social,Organic Search,Winter Campaign,Tablet,UK,0,1,135
2023-06-24,9340,273,9,Social,Direct,,Tablet,USA,1,1,57
2023-06-06,9341,432,5,Referral,Direct,Spring Promo,Mobile,UK,0,0,0
2023-06-09,9342,247,1,Social,Referral,Summer Sale,Tablet,USA,1,3,264
2023-06-17,9343,294,5,Referral,Social Media,Spring Promo,Mobile,Australia,0,1,123
2023-06-08,9344,374,1,Organic,Referral,,Desktop,Canada,0,1,109
2023-06-21,9345,501,1,Referral,Social Media,Winter Campaign,Tablet,UK,0,1,76
2023-06-19,9346,275,4,Organic,Referral,,Desktop,Canada,1,1,129
2023-06-08,9347,215,4,Social,Organic Search,Summer Sale,Desktop,USA,0,1,127
2023-06-12,9348,235,4,Social,Social Media,Winter Campaign,Tablet,France,0,1,122
2023-06-12,9349,388,7,Organic,Social Media,Spring Promo,Mobile,USA,1,3,357
2023-06-24,9350,176,7,Organic,Direct,Winter Campaign,Mobile,France,0,0,0
2023-06-20,9351,488,2,Direct,Direct,,Desktop,USA,0,2,252
2023-06-01,9352,581,4,Referral,Organic Search,,Tablet,Australia,1,3,297
2023-06-18,9353,187,9,Organic,Social Media,Summer Sale,Tablet,Canada,0,3,348
2023-06-15,9354,504,3,Organic,Organic Search,,Desktop,USA,0,0,0
2023-06-04,9355,218,2,Direct,Direct,,Desktop,Australia,1,2,142
2023-06-27,9356,292,9,Organic,Organic Search,Spring Promo,Desktop,Australia,0,1,127
2023-06-25,9357,134,6,Direct,Organic Search,,Desktop,UK,1,0,0
2023-06-02,9358,556,4,Direct,Organic Search,Winter Campaign,Tablet,India,1,1,61
2023-06-18,9359,378,1,Direct,Organic Search,Spring Promo,Desktop,Australia,0,3,294
2023-06-15,9360,522,4,Direct,Social Media,Winter Campaign,Mobile,Australia,1,2,220
2023-06-11,9361,292,4,Referral,Social Media,,Mobile,Australia,0,1,59
2023-06-04,9362,548,9,Social,Organic Search,,Mobile,France,1,3,369
2023-06-11,9363,103,9,Direct,Referral,Summer Sale,Mobile,India,1,3,378
2023-06-30,9364,543,7,Referral,Social Media,Spring Promo,Mobile,India,1,2,152
2023-06-30,9365,517,5,Social,Social Media,Winter Campaign,Mobile,Australia,1,3,267
2023-06-02,9366,353,2,Referral,Social Media,Spring Promo,Mobile,USA,0,3,321
2023-06-15,9367,373,5,Organic,Organic Search,Spring Promo,Mobile,UK,1,1,131
2023-06-30,9368,448,1,Social,Organic Search,Spring Promo,Mobile,Australia,1,2,208
2023-06-16,9369,159,4,Organic,Referral,Summer Sale,Mobile,USA,0,1,83
2023-06-19,9370,96,1,Direct,Referral,,Tablet,Australia,1,0,0
2023-06-18,9371,86,2,Direct,Social Media,Winter Campaign,Mobile,UK,0,0,0
2023-06-17,9372,538,9,Social,Referral,Spring Promo,Desktop,UK,1,0,0
2023-06-06,9373,161,1,Social,Referral,,Desktop,Germany,1,3,246
2023-06-05,9374,585,7,Referral,Social Media,Winter Campaign,Tablet,France,1,3,183
2023-06-29,9375,312,2,Direct,Organic Search,Summer Sale,Tablet,France,0,2,270
2023-06-26,9376,329,3,Referral,Referral,Summer Sale,Desktop,UK,1,1,134
2023-06-04,9377,208,1,Organic,Organic Search,,Mobile,USA,0,1,63
2023-06-28,9378,141,2,Organic,Referral,Winter Campaign,Tablet,Canada,0,0,0
2023-06-23,9379,411,6,Social,Referral,Summer Sale,Mobile,Germany,0,3,324
2023-06-12,9380,579,5,Direct,Referral,,Tablet,USA,1,2,108
2023-06-10,9381,589,3,Organic,Organic Search,Summer Sale,Desktop,India,1,1,111
2023-06-24,9382,236,9,Direct,Referral,Summer Sale,Desktop,Canada,1,1,108
2023-06-28,9383,384,4,Direct,Referral,,Tablet,Australia,1,3,330
2023-06-23,9384,150,4,Referral,Direct,Summer Sale,Desktop,Australia,1,0,0
2023-06-14,9385,71,6,Social,Referral,,Tablet,France,0,0,0
2023-06-11,9386,148,9,Social,Social Media,Spring Promo,Desktop,Australia,0,0,0
2023-06-01,9387,460,9,Direct,Referral,Spring Promo,Desktop,Australia,0,3,297
2023-06-28,9388,197,10,Organic,Referral,Spring Promo,Tablet,India,0,2,276
2023-06-12,9389,339,10,Social,Organic Search,Summer Sale,Tablet,India,1,2,144
2023-06-11,9390,544,6,Social,Referral,,Desktop,USA,1,0,0
2023-06-21,9391,324,10,Organic,Referral,Winter Campaign,Mobile,Germany,1,3,384
2023-06-30,9392,406,5,Referral,Organic Search,Summer Sale,Mobile,UK,1,1,121
2023-06-22,9393,106,5,Direct,Direct,Summer Sale,Tablet,Australia,1,0,0
2023-06-06,9394,165,9,Direct,Direct,,Mobile,Australia,0,3,375
2023-06-12,9395,427,2,Direct,Social Media,Winter Campaign,Mobile,UK,0,2,290
2023-06-11,9396,359,10,Direct,Referral,Winter Campaign,Mobile,Canada,0,0,0
2023-06-24,9397,503,5,Organic,Referral,Winter Campaign,Desktop,UK,0,1,76
2023-06-23,9398,460,5,Direct,Social Media,Spring Promo,Mobile,India,0,3,405
2023-06-12,9399,221,10,Organic,Referral,Summer Sale,Tablet,Germany,1,3,354
2023-06-28,9400,169,6,Organic,Referral,Winter Campaign,Desktop,UK,0,0,0
2023-06-25,9401,96,7,Direct,Organic Search,Spring Promo,Mobile,USA,0,2,236
2023-06-09,9402,374,2,Social,Referral,Summer Sale,Mobile,Australia,1,2,210
2023-06-29,9403,372,5,Organic,Direct,,Desktop,USA,1,3,219
2023-06-30,9404,350,7,Referral,Organic Search,Summer Sale,Desktop,UK,1,2,154
2023-06-19,9405,595,6,Direct,Direct,,Tablet,India,1,3,198
2023-06-08,9406,487,9,Organic,Social Media,Spring Promo,Mobile,Australia,1,1,55
2023-06-27,9407,558,6,Social,Direct,,Desktop,USA,1,3,351
2023-06-11,9408,507,4,Social,Organic Search,Spring Promo,Tablet,Australia,0,0,0
2023-06-16,9409,92,8,Social,Referral,Winter Campaign,Desktop,India,1,2,278
2023-06-05,9410,404,7,Direct,Social Media,,Tablet,Australia,0,3,285
2023-06-06,9411,284,8,Social,Social Media,,Mobile,Germany,1,2,216
2023-06-16,9412,585,2,Referral,Social Media,Summer Sale,Mobile,India,1,0,0
2023-06-20,9413,422,10,Social,Organic Search,Summer Sale,Desktop,India,1,1,136
2023-06-17,9414,130,6,Social,Direct,Summer Sale,Tablet,Canada,1,1,138
2023-06-18,9415,361,7,Social,Referral,Spring Promo,Desktop,USA,1,3,153
2023-06-04,9416,560,4,Organic,Referral,,Desktop,Canada,0,0,0
2023-06-29,9417,580,10,Direct,Social Media,Spring Promo,Tablet,USA,1,3,177
2023-06-23,9418,543,2,Organic,Direct,Summer Sale,Mobile,India,1,0,0
2023-06-04,9419,168,8,Referral,Direct,Spring Promo,Desktop,Australia,1,3,249
2023-06-07,9420,154,3,Referral,Social Media,Spring Promo,Tablet,France,0,2,284
2023-06-30,9421,105,8,Organic,Direct,Summer Sale,Tablet,India,0,3,162
2023-06-20,9422,179,5,Organic,Social Media,Winter Campaign,Desktop,Germany,1,3,348
2023-06-07,9423,140,3,Referral,Referral,,Desktop,Canada,1,1,145
